Star Rating,Review Title,Review Description
5.0 out of 5 stars,"Big Sound, Long Play: truke Mega 7 Review","The truke Mega 7 earbuds offer immersive 24-bit 360° spatial audio with clear, balanced sound. Enjoy up to 60 hours of playtime with fast charging for nonstop use.Dual pairing makes switching devices easy, while 40ms low latency is great for gaming and streaming. The 4-mic ENC ensures clear calls by reducing noise.A sleek Coal Black design and reliable performance make these earbuds a great everyday choice.Read more"
4.0 out of 5 stars,Good earbuds 👍,Absolutely great 🙏 works well...lasts long...sounds great...loved it 👍🫶It's worth the price and pairs well with my samsung phone/device and provides great sound quality compared to the expensive ones...I feel its quality is as good as a expensive one given in budget one👍🙏Read more
5.0 out of 5 stars,All rounder tws in the budget,"Good budget earbuds with impressive battery life and strong bass. The sound quality is decent for daily use like music, calls, and videos.mic, Calling clarity is clear in normal conditions.easy to use. Build quality feels okay for the price. Gaming mode works but has slight delay. Overall, a great value for money product under this price range. Satisfied with the purchase. Its my best tws in the budget.Read more"
5.0 out of 5 stars,Best product for everyday use,"The Truke Mega 7 earbuds offer impressive performance at a very budget-friendly price. The sound quality is clear with decent bass, making them great for music and casual listening. Battery life is quite strong, lasting long hours on a single charge with a reliable charging case. The design is stylish and comfortable for extended use. Colour looks so good.Connectivity is stable with minimal lag, which is good for calls and videos. Overall, it’s a great value-for-money option for everyday use.Read more"
4.0 out of 5 stars,Good for the price.,The buds are really great. Sound quality is good for this price. Call clarity is OkRead more
5.0 out of 5 stars,Nice,Sound quality is good and it’s comfortable to wear. Battery life is Good and Build quality of the case is good and looks like premium and with leathery finish. Easy to connect and works well for music and calls.Read more
3.0 out of 5 stars,Cost effective,"Sound quality is average. However in this price segment, this is good. Build quality and look is good.Read more"
5.0 out of 5 stars,Helpful Product,"The Truke Buds elite boasts impressive features, including 10 mm drivers for rich sound, 70 hour battery life, and ultra low 40 ms latency for seamless gaming. With a sleek pear. I like finish, its both stylish and functional. Available at an affordable price point, making it a great value option.Read more"
5.0 out of 5 stars,Excellent,"The quality is very good. The sound output is clear with good bass, and the build quality feels premium for the price. Battery backup is excellent and lasts for many hours on a single charge.The design is stylish and comfortable, making it easy to use for long periods without any discomfort. Connectivity with my phone was quick and stable.Overall, Mivi offers great value for money with reliable performance. If u want a budget earpods absolutely go for itRead more"
5.0 out of 5 stars,Great Sound Quality and Value for Money!,"I recently purchased a Mivi product from Amazon and I’m very impressed with the quality. The sound output is clear with good bass, and the build quality feels premium for the price. Battery backup is excellent and lasts for many hours on a single charge, which is perfect for daily use.The design is stylish and comfortable, making it easy to use for long periods without any discomfort. Connectivity with my phone was quick and stable, with no major issues so far.Overall, Mivi offers great value for money with reliable performance. I would definitely recommend this brand to anyone looking for affordable and good-quality audio products.Read more"
5.0 out of 5 stars,Great product,"The Mivi DuoPods Vibe earbuds are good for everyday use. The sound is clear with nice bass, and calls are also clear. The battery lasts a long time, so you don’t have to charge again and again.They are comfortable and okay for workouts too. Overall, a good option at this price.Read more"
1.0 out of 5 stars,"Noise is not working problem, there is too much disturbance.","Dont buy this product west of money no noise , there is no exchange and no return policy.Read more"
5.0 out of 5 stars,Amazing product,"Experience powerful sound with Mivi earbuds. Designed for comfort and built for performance, these earbuds offer immersive audio, strong bass, and long battery life. With stylish design and reliable connectivity, Mivi earbuds are perfect for music lovers, gamers, and professionals alike. A premium audio experience at a smart price.Read more"
5.0 out of 5 stars,AWESOME,"Good quality earbuds with clear voice and smooth sound. The build quality feels nice and comfortable to use for long time. Calling voice is also clear without disturbance. Battery backup is better than expected. Overall, a better product and worth buyingRead more"
4.0 out of 5 stars,Sound quality is good but playtime is poor,"I recently purchased the Mivi Duopods Vibe, and while the sound quality is impressive, the charging and battery performance have been very disappointing.- Sound Quality: The audio is clear with decent bass and treble balance. For music and calls, it performs well and gives a pleasant listening experience.- Comfort & Design: The earbuds fit comfortably and feel lightweight, making them suitable for long listening sessions. The design is stylish and compact.- Battery Life: This is where the product fails to deliver. The brand claims up to 60 hours of playtime, but in reality, I am barely getting around 5 hours before needing to recharge. This is a huge gap between advertised performance and actual usage.- Charging Case: The case charges the earbuds, but even with full charge, the backup is nowhere close to what is promised.Verdict:If you are buying mainly for sound quality, these earbuds are decent. But if long battery life is your priority, the product does not live up to its claims. The misleading 60-hour playtime promise is a major drawback.Read more"
